Sentence,Emotion,score
bộ phim việt lần đầu xem thấy hay cảnh quay đẹp !!,Enjoyment,0
"ngày chia tay , chúng tôi đã ôm nhau khóc",Sadness,2
thật đúng đắn khi đã follow page này !,Enjoyment,0
đm mẹ bạn thân,Disgust,3
chưa nhớ vụ công viên nước hồ tây à :)) mấy con chó đực nứng dái,Disgust,3
"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên",Anger,4
21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác,Sadness,2
ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?,Other,0
trích mà như vầy rồi . sao dám coi phim đây 😢,Fear,1
cô ấy hết thương tao rồi,Sadness,2
"dăm ba cái thể hiện tình cảm này ngày xưa tao đầy , nhưng từ ngày cưới xong đi qua đường chắc chồng tao rơi mất não nên chưa thấy lặp lại bao giờ . 😌",Sadness,2
wow không thê tin được bô mong tay day thât kinh,Surprise,0
"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ",Other,0
có cái lol chuột nó sợ,Disgust,3
có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀,Disgust,3
đụ mẹ cười ỉa ????????,Enjoyment,0
xem xong thấy buồn quá,Sadness,2
diễn vãi,Disgust,3
"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi",Fear,1
cho chết,Anger,4
per sao chủ đề gái mê tiền dạo này hot nhỉ :))),Surprise,0
"ra đi là lựa chọn đúng , ở lại incheon để gánh team làm gì cho mệt ra lại bị tiếng xấu .",Enjoyment,0
người trái đất thật đáng sợ mà - _ -,Fear,1
"per tải thử cái này cho cún đi chị , hay phết này",Enjoyment,0
phải cho chúng nó vào tù hết 1 lượt cho chúng nó ăn chính thực phẩm chúng nó bán đi cho nó nhớ,Anger,4
trông rợn vãi :)),Fear,1
"rồi , chợt mình tỉnh giấc :) mơ đủ rồi đó",Other,0
thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v,Disgust,3
vãi linh hồn .,Fear,1
per hồi nhỏ chuyên gia đi ngang nhà hàng xóm là bị nguyên bầy ngỗng nó dí nó rượt chạy khóc la um xùm .. giờ còn ám ảnh 😭,Fear,1
chủ thớt sấp mặt rồi,Sadness,2
thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi,Fear,1
per nhịn ăn để đi,Other,0
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,Enjoyment,0
thằng lồn nào chế ra cái này tao nghĩ nó hơi bị thiêu muối đấy nhạt vãi lol ra,Disgust,3
bộ cứ thân là ở với nhau đuợc à ?? sai lầm vãi,Disgust,3
nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá,Anger,4
thôi xong . chia buồn cùng quý quốc,Sadness,2
nhà tạp hoá đấy hả ... :)))),Other,0
"đúng vô cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng nghiệp như những ngừoi chị trong gia đình , đi làm mà cảm giác thoải mái vui vẻ như ở nhà . nơi có thể ở 9 tiếng 1 ngày",Enjoyment,0
nó bể 1 phát lúng tới cổ dume tởn tới già,Fear,1
per coi phim này chắc chết luôn trong rạp 😂,Fear,1
sống chậm lại và yêu thương nhiều hơn các bạn ạ,Other,0
đi chơi lụm được tờ 2k rách mua băng keo 5k dán lại tờ 2k 🤔,Enjoyment,0
tao coi tao sợ nó lọt quá bây,Fear,1
uổng phí công sức bao người !,Anger,4
tao sợ ma nên không dám coi lun,Fear,1
"ủi ui , mời người ta đến nhà ăn tiệc , lại đãi mỗi càrôt là thế nào , lần sau bà mời tiệc thì mày tự biết rồi đấy",Disgust,3
per ý nghĩa giống phim không ???,Surprise,0
cuộc đời bạn đáng giá bao nhiêu tiền,Other,0
nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .,Disgust,3
"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao",Enjoyment,0
cố tỏ ra nguy hiểm vãi 😂,Disgust,3
"ôi dume giật nảy mình , tí thì rơi điện thoại",Fear,1
tụt quần nó ra cho nó chén :))),Enjoyment,0
một cách bán hàng nta gọi là đẳng cấp,Enjoyment,0
yêu quá đi mất nhìn cưng khủng khiếp ??,Enjoyment,0
sao chúng nó dã man thế nhỉ,Surprise,0
cầu cho chú luôn mạnh khoẻ ạ 😢,Sadness,2
ăn bớt của trẻ vậy mà bị khiển trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức quyền ăn trộm ổ bánh mì phải đi tù còn có chức ăn 150trieu thì bị khiển trách thôi,Anger,4
thích cái đầm nào mua cho bận ngủ cho mát nè :))) per,Other,0
ôi đàn bà là những niềm đau 🤣,Disgust,3
tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓,Fear,1
"ôi những con người dễ bị ám ảnh với quá khứ , ôm nhau cái nào",Enjoyment,0
sợ con này lắm :((,Fear,1
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,0
mở máy lên .. rồii lại đặt xuống ... cả ngày nay tôi đều như vậy để chờ anh nhắn chúc tôi .. giờ này chắc anh quên ngày này thật rồi .. cô đơn quá mức rồi đấy 😭😭,Sadness,2
chủ tịch giả vờ cầm cây củi mục múa vỏ và cái kết !,Surprise,0
cười ỉa phút 1 : 11,Enjoyment,0
bài nhạc hay khi nó đúng tâm trạng ... nhạc hay !!!!!,Enjoyment,0
tao nói thiệc cả đời tao chưa gặp con đỉ gia cầm nào sân si bằng con ngỗng . đỉ chó . :),Disgust,3
per mày phải thấy may mắn khi cuộc đời mày được gặp tao :))),Enjoyment,0
nguyên nhân là gì vậy ??,Other,0
còn tao vẫn nhớ ngày nhỏ cứ nghỉ học chủ nhật đi quét lá tre về nấu cơm,Enjoyment,0
còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười,Enjoyment,0
""" tim anh em lấy em chơi , quả báo đến sớm em ơi ...""",Other,0
per facebook cứ để tao phải xem được những cái lãng mạn là sao cay vãi :)),Anger,4
đúng là không thể chấp nhận được,Anger,4
thêm đường hay cho thêm bánh gato về tẩm bổ :),Sadness,2
nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê,Other,0
list này không có liệt kê công việc của dân chứng khoán sao ?,Surprise,0
đó là của bạn thôi bạn hài lòng với nó thì đâu có gì để nghĩ ngợi đâu,Other,0
đcm anh da đen fake,Disgust,3
dễ thương ghê ! làm mình nhớ các cậu bạn cùng lớp hồi học cấp 2 quá !,Enjoyment,0
đáng yêu như em tao ý . cứ mỗi lần nó quyết định ngủ ở đâu là nó lại đấu tranh tư tưởng 🤣🤣,Enjoyment,0
cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng tâng,Enjoyment,0
per rất là thực tế nhé chú .,Other,0
tội cho chàng trai ấy,Sadness,2
gì cũng được chứ yêu 1 người vô tâm thì đéo 🙂,Disgust,3
cầu này chỉ dành cho những ai chân dài thì đúng hơn 🙂,Other,0
nhây qua ́ nhaaaa 😂😆,Enjoyment,0
nghe có trà sữa là thích rồi,Enjoyment,0
xinh quá !,Enjoyment,0
nhiều lúc tủi thân vãi_chưởng huhu,Sadness,2
và đương nhiên sẽ có ngày cô ấy sốc vì giới tính thật của cô ấy !!!,Sadness,2
coi mệt vãi - _ -,Disgust,3
per nhện mượn hố xí tỏ tình đó thì sao nàooooo,Other,0
hahahaha . thâm nữa . mà thiệt chỉ có trong cổ tích nhé,Enjoyment,0
quá sàm,Disgust,3
dùng cây sắt rùi làm lại đi . mình mún xem típ :3,Enjoyment,0
vcb làm việc kiểu hách dịch thì có :v,Disgust,3
:v trời giờ mới biết thế giới có dạng hợp thể vầy đấy :v,Enjoyment,0
chấm cho tôi lên top đi mà :v,Other,0
"toàn anh đẹp trai . đau tim , tan nát cõi lòng của tao ... a ................................ a",Enjoyment,0
per đồng nghiệp không tốt ta có thể bị chửi và ăn đòn từ sáng đến tối 🙄,Fear,1
câu chuyện của mày làm tao buồn quá,Sadness,2
tận cùng của nỗi đau :(,Sadness,2
khi tao cảm nắng một ai đó xin thượng đế cũng tát tao một cái như cách sóng xô vào cát cho tao tỉnh con mẹ nó ngộ 😂,Other,0
gu của tôi trời ơi . tiếc mới có chồng với đứa con thôi . huhu,Sadness,2
"xe đỗ ngay giữa cửa hàng và cửa nhà bạn luôn , khách lên và xuống không được thoải mái và hơn nữa là vào hát karaoke thì theo bạn sẽ là mấy tiếng mới ra ?",Anger,4
kéo quần lên rồi nói chuyện tiếp ... kém sang,Disgust,3
"nếu không xin lỗi em tao , tao hứa cắt tiết từng đứa ... nhưng tao kô giết 🙄. học hành cái lồn gì bọn này .",Anger,4
nhân văn ? thế nhân văn ở đâu cho những em học thật thi thật ?,Disgust,3
thật đáng khâm phục các bạn ... chúc các bạn gặp nhiều may mắn trong cuộc sống ...,Enjoyment,0
đm main mới hay quá đi,Enjoyment,0
per địt mẹ mày rep ib cho tao,Disgust,3
hú hồn,Fear,1
m nói chuyện cũng cute ngoan ngoãn cơ chứ tao toàn okay anh =))),Enjoyment,0
kẻ ô điểm lời phê :((,Sadness,2
bọn dân trí thấp tưởng thế là hay .,Disgust,3
mắt còn xanh như bé không anh ??,Other,0
coi mần cái mặt kìa trời 🤣,Other,0
hỏi họ xem đã cho ai được tý gì chưa mà thiếu ý thức vậy ?,Disgust,3
hhaahhaah ! t đã may mắn như thế 😂,Enjoyment,0
"lạy mấy ba mấy má , con người ta đã làm video giải trí cho mấy ba mấy má coi rồi , dume mở miệng ra là bảo người ta sân si , vô duyên vửa thôi",Disgust,3
em tao thì cứ xác định bố thịt từng đứa 🙂🙂🙂🙂🙂 bố mẹ bênh thì thịt cả bố mẹ luôn sợ máu lồn 🙂🙂🙂🙂🙂🙂,Anger,4
ko biết ai phối ra cái giống ngáo vô địch này nữa,Surprise,0
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,Enjoyment,0
sợ thì vkl,Fear,1
clm đêm rồi tha cho tao 🙂 tao đéo muốn chạy xuống dưới nhà hoặc là nhịn đến sáng mai đâu 🙂 con gì thì con kệ mẹ 🙂 đừng nhắc đến nhện 🙂,Fear,1
"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều",Anger,4
may quá lớp tao không phải thế :)),Enjoyment,0
"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !",Enjoyment,0
phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát “ bên tao cả một đội quân ” 🤔,Other,0
chúng tôi gọi đây nà chất :v,Enjoyment,0
"per nuôi móng đi anh , mai mốt cắt đem vô triển lãm",Other,0
"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi :3",Other,0
nếu người dân mà làm thế này thì phải truy cứu trách nhiệm hình sự,Other,0
nhìn thấy ghê à,Disgust,3
ông bà xinh quá 🧐🧐,Enjoyment,0
"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết all vào mình .",Sadness,2
nhìn khó chịu vãi,Disgust,3
hmm hãy tưởng tượng nó là một chú gián xink xắm xoè cánh thiên thần bay đến ... 😞,Enjoyment,0
xin phép phẫn nộ,Anger,4
per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp,Fear,1
thế cuối cùng có chống được chuột không,Other,0
đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn .. cái này là sự ý thức thôi …,Enjoyment,0
"per vong đòi ít thế nhờ , phải 2 tỷ rồi cho trả góp chứ",Disgust,3
cái video đầu làm hết hồn per per,Fear,1
phim hay vãi ấy xem lâu lắm rồi,Enjoyment,0
chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm :)),Anger,4
thật đáng sợ,Fear,1
per đem rác về nhà vứt luôn haha,Enjoyment,0
thế mà cũng 5 năm rồi . ❤️,Enjoyment,0
bếp dầu này hiện đại rồi,Other,0
chẳng hiểu sao tao cười sặc sụa,Enjoyment,0
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣,Other,0
chỉ cần chọn đúng người đúng thời điểm thôi,Other,0
kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối 🤔,Sadness,2
bán vé số tháng kiếm 100tr nha . nghe ông lol nao trong quốc hội nói vậy .,Disgust,3
trông tội vãi,Sadness,2
"tưởng chỉ có trong phim thôi chứ , nay chơi vậy luôn à",Surprise,0
tao mới mọc răng khôn huhu,Sadness,2
cái này là ở đâu vậy ?,Other,0
học xong lớp 12 tao chỉ mong 1 đều đừng bao giờ có họp lớp :))),Other,0
"cứ đem lửa than , nước chay , sau đó cắt ngay ra ăn chấm muối là ngon , vẽ chuyện kiến với chả ong .",Disgust,3
nhìn dáng đi mà nhớ ông nội 😞,Sadness,2
để 1 ngày là khó chịu rồi,Anger,4
được đấy tao thích,Enjoyment,0
"lừa đảo có quy mô đủ để truy tố hình sự rồi nhé , 5 triệu liệu có đủ sức cho chúng sợ không ?! hay là chúng mày lại bị cái chùa ba vàng mua hết nhân tính rồi ?",Disgust,3
chúc đại kỷ nguyên có một buổi tối ấm áp nha ❤️,Enjoyment,0
trồi ôi bài hát đỉnh caooooo,Enjoyment,0
"từ không tật nguyền , trở thành tật nguyền để nuôi mấy cái không đáng :))))",Disgust,3
lần đầu gặp anh cũng là phòng gym =)))),Enjoyment,0
tìm đối tác 😔,Enjoyment,0
công ty nào làm như vậy mọi người nghĩ làm hết cho nó khỏi phải vậy ...,Other,0
tình chỉ đẹp khi còn dang dở lấy nhau rồi nham nhỉ lắm ai ơi ...,Sadness,2
hết buồn cũng phải có tiền mới hết được :)),Enjoyment,0
mẹ chồng cay nghiệt =))))),Disgust,3
ê có khi nào đọc bài này xong buồn cười quá cười toác hàm có khi nào đi bệnh viện không các cụ :v,Enjoyment,0
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy hiểm cho xã hội",Disgust,3
đm hú hồn,Fear,1
song rồi em để lại anh một cái sừng 10 phân là ít,Disgust,3
thanh xuân rồi cũng sẽ qua có những người trong ta mãi chẳng thể xoá nhoà !,Sadness,2
câu được chục con heo vàng chả được cái gì,Sadness,2
muối mặn vãi,Other,0
